age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
30,retired,married,secondary,no,3031.52,no,no,unknown,16,may,48,2,84,2,nonexistent,no
32,management,divorced,tertiary,no,4579.42,no,no,cellular,26,may,89,3,241,0,nonexistent,no
58,management,married,primary,no,2379.28,yes,no,telephone,1,nov,181,3,100,1,nonexistent,no
47,blue-collar,married,tertiary,no,-1217.41,no,no,cellular,11,apr,211,2,93,0,other,no
49,services,divorced,secondary,no,-583.04,yes,no,telephone,14,oct,458,1,219,0,failure,no
52,retired,married,secondary,no,3261.71,no,no,unknown,1,oct,237,1,382,0,success,no
71,blue-collar,single,secondary,no,3560.22,no,no,cellular,14,aug,181,4,-1,0,nonexistent,no
80,technician,single,secondary,no,1822.86,yes,yes,unknown,26,dec,46,3,-1,0,nonexistent,no
55,entrepreneur,married,secondary,no,1789.37,no,no,unknown,23,dec,554,1,-1,2,nonexistent,yes
64,admin.,single,secondary,no,1550.37,no,yes,cellular,1,jan,111,2,-1,0,nonexistent,no
71,blue-collar,married,secondary,yes,2207.29,yes,yes,unknown,25,mar,586,2,-1,0,nonexistent,yes
67,technician,single,secondary,no,3547.88,no,no,unknown,23,may,166,4,258,3,nonexistent,no
27,technician,divorced,secondary,no,3290.5,yes,no,cellular,25,aug,95,3,-1,1,nonexistent,no
88,management,single,tertiary,no,1470.76,yes,no,cellular,4,apr,254,3,370,0,nonexistent,no
29,unemployed,married,secondary,yes,1252.85,yes,no,telephone,26,aug,126,2,316,1,nonexistent,no
47,technician,single,secondary,no,1138.11,yes,no,unknown,1,nov,200,1,-1,1,nonexistent,no
64,technician,divorced,tertiary,no,-940.99,yes,no,cellular,1,jan,248,4,-1,0,nonexistent,no
47,technician,single,secondary,no,-979.08,yes,no,cellular,10,nov,424,5,100,0,nonexistent,no
35,housemaid,single,secondary,no,3031.87,no,no,cellular,23,jun,803,1,14,0,nonexistent,no
84,student,married,tertiary,no,-738.61,yes,no,cellular,25,nov,151,4,398,0,nonexistent,no
23,retired,single,secondary,no,3841.8,no,no,cellular,18,sep,271,1,-1,0,nonexistent,no
35,services,married,unknown,no,1245.97,yes,no,cellular,2,jan,75,1,-1,0,nonexistent,no
89,blue-collar,married,secondary,no,3858.79,yes,no,unknown,25,nov,377,2,319,0,nonexistent,no
70,services,divorced,secondary,no,3310.88,no,no,cellular,8,jan,287,1,113,0,nonexistent,no
24,unemployed,divorced,secondary,no,3928.79,yes,no,cellular,21,apr,45,4,-1,1,nonexistent,yes
72,blue-collar,divorced,primary,no,-29.1,yes,no,cellular,8,jul,299,2,-1,0,nonexistent,no
87,unknown,married,unknown,no,2626.7,no,no,unknown,16,nov,121,4,-1,0,failure,yes
25,housemaid,married,secondary,yes,3613.66,yes,no,unknown,3,mar,197,5,-1,0,nonexistent,no
47,blue-collar,married,unknown,no,-3253.98,yes,no,unknown,28,jul,678,4,-1,0,nonexistent,no
51,admin.,married,tertiary,no,6505.08,no,no,cellular,3,feb,53,3,-1,1,nonexistent,yes
27,technician,single,tertiary,no,8197.86,yes,no,cellular,27,may,400,2,-1,0,success,yes
32,retired,married,unknown,no,4241.86,no,no,cellular,26,apr,106,2,-1,0,nonexistent,no
30,blue-collar,married,secondary,no,3817.64,yes,no,cellular,5,jun,89,4,177,0,nonexistent,no
31,retired,married,unknown,no,3166.28,yes,no,cellular,20,sep,145,2,-1,1,nonexistent,no
47,blue-collar,married,tertiary,no,429.7,yes,no,cellular,10,sep,81,1,9,0,nonexistent,no
51,management,single,secondary,no,1069.49,yes,no,cellular,9,sep,933,3,55,0,nonexistent,no
35,technician,single,tertiary,no,4293.21,no,yes,cellular,10,jan,48,1,284,1,nonexistent,yes
38,services,married,secondary,no,-1519.65,no,no,cellular,7,oct,74,4,95,0,nonexistent,no
31,technician,married,primary,yes,-1782.15,no,yes,unknown,27,aug,34,3,-1,0,nonexistent,no
75,retired,married,secondary,no,208.01,yes,no,cellular,2,jan,118,2,-1,0,other,no
33,unknown,married,secondary,no,3368.76,no,yes,cellular,10,dec,258,5,-1,1,nonexistent,yes
83,blue-collar,divorced,secondary,no,-1197.81,no,no,cellular,11,oct,280,3,-1,0,nonexistent,no
56,blue-collar,single,secondary,no,723.75,yes,no,cellular,12,sep,307,2,100,1,failure,yes
75,admin.,married,tertiary,no,1079.97,yes,no,unknown,9,jun,322,4,17,0,nonexistent,no
63,retired,single,tertiary,no,-1635.61,yes,no,cellular,19,oct,483,1,397,2,nonexistent,yes
37,retired,married,tertiary,no,-5919.3,yes,no,cellular,26,apr,687,3,-1,0,nonexistent,no
61,services,married,unknown,no,-1679.54,yes,no,telephone,19,sep,374,3,139,1,other,no
37,blue-collar,married,tertiary,no,2182.66,yes,no,cellular,7,aug,250,5,-1,0,nonexistent,no
26,admin.,married,secondary,no,2858.43,no,no,cellular,28,aug,108,2,62,0,failure,no
36,self-employed,married,secondary,no,2883.09,yes,no,cellular,12,oct,271,4,-1,0,nonexistent,no
37,unknown,single,tertiary,no,3228.72,yes,no,cellular,9,mar,364,3,-1,0,nonexistent,no
27,blue-collar,divorced,secondary,no,-479.18,no,no,cellular,20,feb,191,3,300,0,nonexistent,no
19,blue-collar,married,secondary,no,-1121.83,yes,no,unknown,28,jul,421,1,-1,0,nonexistent,no
85,blue-collar,single,secondary,no,2525.17,yes,no,cellular,9,oct,318,4,234,0,nonexistent,no
54,management,married,secondary,no,764.75,yes,no,cellular,6,apr,127,4,361,2,nonexistent,no
46,blue-collar,married,tertiary,no,4121.24,no,no,cellular,22,jul,146,2,-1,1,nonexistent,no
84,entrepreneur,married,primary,no,2544.12,yes,no,cellular,14,dec,537,5,-1,0,nonexistent,no
34,self-employed,married,tertiary,no,5251.46,no,no,cellular,21,aug,33,2,390,1,nonexistent,no
47,entrepreneur,married,secondary,no,3.39,no,no,unknown,13,jan,42,3,-1,1,failure,yes
78,housemaid,divorced,secondary,no,4602.6,no,no,cellular,1,nov,92,4,314,1,failure,no
63,admin.,divorced,secondary,no,7504.03,no,no,unknown,11,dec,975,4,341,1,nonexistent,yes
46,technician,married,secondary,no,1561.23,no,no,cellular,24,sep,326,2,135,0,nonexistent,no
36,management,single,tertiary,no,2897.92,no,no,cellular,27,aug,144,6,-1,0,nonexistent,no
20,blue-collar,married,primary,no,-1391.58,yes,no,cellular,11,aug,330,8,87,1,nonexistent,no
24,admin.,single,secondary,yes,4082.17,yes,no,cellular,20,aug,134,2,-1,0,nonexistent,no
29,self-employed,married,primary,no,4787.17,yes,no,cellular,3,may,248,3,-1,0,nonexistent,yes
74,technician,married,tertiary,no,-83.36,yes,no,cellular,7,aug,159,4,-1,0,nonexistent,no
64,admin.,single,unknown,no,3158.48,yes,no,unknown,20,jul,321,3,-1,1,nonexistent,no
49,blue-collar,married,tertiary,no,2241.42,no,no,unknown,2,oct,206,3,-1,0,nonexistent,no
74,blue-collar,married,secondary,no,2572.36,yes,no,cellular,21,nov,147,1,-1,1,success,no
29,retired,married,tertiary,no,3836.06,no,no,cellular,27,sep,248,3,-1,0,nonexistent,no
33,technician,married,secondary,no,2956.7,yes,yes,cellular,2,dec,175,2,-1,1,nonexistent,no
46,management,married,primary,no,983.04,no,yes,cellular,17,jun,175,5,-1,1,failure,no
84,entrepreneur,single,secondary,no,3899.89,yes,no,cellular,10,oct,62,3,255,2,nonexistent,no
62,technician,single,secondary,no,4735.57,no,no,unknown,19,may,316,3,193,0,nonexistent,no
79,student,married,secondary,no,-262.58,no,no,cellular,26,oct,1191,4,-1,0,failure,yes
35,blue-collar,married,secondary,no,1394.6,yes,no,telephone,3,apr,257,2,344,0,nonexistent,no
79,blue-collar,single,secondary,no,-3906.08,no,no,unknown,19,sep,184,3,61,0,nonexistent,no
23,entrepreneur,single,secondary,no,3150.79,no,no,cellular,6,jan,189,2,310,1,nonexistent,no
34,technician,single,secondary,no,5069.35,no,no,unknown,15,oct,523,3,-1,0,nonexistent,yes
55,services,married,primary,no,628.11,no,no,unknown,13,apr,8,2,-1,1,failure,no
21,services,married,tertiary,no,1800.31,yes,yes,cellular,15,mar,262,3,358,0,nonexistent,no
79,technician,married,tertiary,no,739.41,no,no,cellular,22,may,216,3,-1,1,nonexistent,no
80,blue-collar,married,primary,no,248.31,no,no,cellular,18,jun,205,5,-1,0,nonexistent,no
56,blue-collar,married,primary,no,2096.51,no,no,cellular,10,feb,242,4,263,1,failure,no
40,admin.,married,primary,no,-952.73,no,no,unknown,19,jul,98,1,122,0,nonexistent,no
25,technician,single,primary,no,694.17,no,no,cellular,17,feb,102,4,83,1,nonexistent,no
62,retired,married,primary,no,-1313.65,yes,no,unknown,2,jul,54,2,361,0,nonexistent,no
56,blue-collar,single,secondary,yes,3167.23,no,no,cellular,18,may,322,1,-1,0,nonexistent,no
72,admin.,married,tertiary,no,2117.71,yes,no,cellular,10,aug,15,3,210,0,nonexistent,yes
61,services,married,tertiary,no,106.29,no,no,cellular,5,feb,273,5,193,0,failure,yes
27,student,single,tertiary,no,1511.24,yes,no,unknown,15,dec,145,2,-1,2,failure,no
26,services,single,secondary,no,737.82,no,no,cellular,15,jan,97,2,247,2,failure,no
74,blue-collar,married,tertiary,yes,4831.69,yes,no,cellular,21,nov,250,1,225,0,nonexistent,yes
29,technician,single,tertiary,no,76.96,yes,no,unknown,13,may,164,4,-1,0,nonexistent,no
85,student,married,tertiary,no,3305.13,yes,no,cellular,21,oct,245,3,166,0,nonexistent,yes
25,services,married,tertiary,no,-715.62,yes,yes,unknown,8,aug,104,2,-1,0,nonexistent,no
70,services,single,tertiary,no,3842.72,no,no,cellular,17,oct,295,4,319,1,failure,no
88,technician,single,tertiary,no,4511.92,yes,no,unknown,27,jul,211,2,308,1,nonexistent,no
49,technician,married,secondary,no,4653.52,yes,no,cellular,17,oct,408,1,-1,0,nonexistent,no
22,retired,divorced,secondary,no,5813.05,yes,no,cellular,20,aug,64,2,-1,2,nonexistent,no
81,management,single,primary,no,2277.34,yes,no,cellular,11,sep,164,2,-1,1,nonexistent,no
31,entrepreneur,single,secondary,no,5113.84,yes,no,cellular,19,jul,147,3,-1,1,nonexistent,no
55,technician,married,primary,no,6272.54,yes,no,telephone,24,apr,349,2,95,0,nonexistent,no
88,self-employed,married,secondary,no,-1966.16,no,no,cellular,25,nov,478,4,301,0,other,no
71,admin.,married,primary,no,-409.71,no,no,cellular,26,nov,261,1,-1,1,nonexistent,yes
21,blue-collar,single,secondary,no,-3087.1,no,no,cellular,9,sep,205,2,318,1,nonexistent,no
77,technician,married,unknown,no,4583.43,yes,no,unknown,24,apr,408,4,391,0,nonexistent,yes
29,technician,single,secondary,no,-3125.6,yes,no,cellular,10,may,176,4,-1,1,nonexistent,no
71,unemployed,married,secondary,no,-3939.53,yes,no,cellular,25,sep,683,2,77,0,nonexistent,no
62,management,single,secondary,no,-1892.18,no,no,unknown,1,mar,124,4,-1,0,nonexistent,no
38,technician,single,secondary,no,-3814.94,yes,no,cellular,26,feb,28,5,-1,1,nonexistent,no
48,technician,single,tertiary,no,2216.47,yes,no,unknown,7,may,63,4,-1,0,nonexistent,no
26,blue-collar,single,secondary,no,-1853.63,no,no,cellular,6,jul,169,5,-1,0,nonexistent,no
89,blue-collar,divorced,primary,no,-3670.85,yes,no,telephone,16,nov,909,5,283,0,failure,no
35,unknown,married,secondary,no,1274.38,yes,no,unknown,15,apr,102,3,-1,0,success,no
40,admin.,single,primary,no,1451.34,no,no,cellular,5,mar,677,4,170,1,nonexistent,yes
54,retired,divorced,tertiary,no,-4209.35,no,no,cellular,15,sep,259,4,-1,0,nonexistent,no
66,services,married,tertiary,no,-741.1,yes,no,cellular,23,nov,102,2,121,3,nonexistent,no
54,services,married,tertiary,no,1176.08,yes,no,cellular,14,nov,181,4,377,0,success,yes
54,blue-collar,divorced,secondary,no,329.53,yes,no,cellular,17,aug,439,1,-1,0,nonexistent,no
59,services,married,tertiary,no,411.55,yes,no,unknown,24,jan,199,2,-1,0,success,yes
79,blue-collar,married,tertiary,no,4937.86,yes,no,cellular,6,aug,104,3,-1,0,nonexistent,yes
46,technician,married,tertiary,no,7839.63,yes,no,cellular,10,feb,171,3,6,2,nonexistent,no
77,blue-collar,married,secondary,no,460.1,yes,yes,cellular,26,oct,509,2,240,0,nonexistent,no
74,services,married,secondary,no,-2565.64,yes,no,cellular,5,dec,1094,3,-1,1,nonexistent,no
87,technician,married,secondary,no,696.25,no,no,cellular,8,aug,423,3,131,0,failure,yes
83,blue-collar,divorced,primary,no,1982.88,no,no,cellular,8,mar,710,3,-1,1,other,no
75,blue-collar,married,tertiary,no,1240.16,yes,no,cellular,24,apr,415,2,304,0,failure,yes
35,technician,married,secondary,no,3232.07,no,no,cellular,5,sep,412,3,-1,0,nonexistent,no
73,admin.,divorced,secondary,no,8035.73,no,no,unknown,11,oct,349,3,273,0,nonexistent,no
71,blue-collar,single,tertiary,no,-3739.36,yes,no,unknown,12,oct,306,1,-1,0,nonexistent,yes
38,management,married,secondary,no,-121.24,no,no,cellular,3,feb,128,3,-1,1,nonexistent,no
66,unemployed,married,unknown,no,6023.43,yes,no,cellular,4,sep,240,2,137,0,nonexistent,no
36,retired,single,tertiary,no,-166.14,no,yes,cellular,11,dec,422,4,-1,0,nonexistent,yes
55,housemaid,single,tertiary,no,3768.48,yes,no,cellular,3,jan,307,3,-1,1,nonexistent,yes
75,unknown,married,tertiary,no,3292.7,yes,no,telephone,28,jun,53,3,236,0,nonexistent,no
31,management,married,primary,no,5110.64,no,no,cellular,13,sep,506,1,-1,0,nonexistent,no
42,management,single,primary,no,7140.02,no,no,cellular,1,jul,363,2,-1,1,failure,yes
75,management,single,tertiary,no,2399.22,yes,no,unknown,17,dec,486,2,126,0,nonexistent,yes
50,blue-collar,married,primary,yes,-3837.49,no,no,unknown,22,sep,100,7,-1,0,nonexistent,no
87,blue-collar,single,secondary,no,-701.22,no,no,cellular,18,may,54,4,-1,0,other,no
18,services,single,secondary,no,7958.16,yes,no,cellular,16,aug,199,2,128,0,nonexistent,no
69,admin.,single,secondary,no,-2842.59,yes,yes,cellular,3,sep,318,1,232,0,failure,no
76,services,single,secondary,no,2890.42,yes,no,cellular,21,oct,637,4,70,0,nonexistent,yes
84,blue-collar,single,secondary,no,-6143.53,no,no,cellular,28,apr,288,2,-1,0,nonexistent,yes
29,housemaid,married,secondary,no,-2653.68,yes,no,cellular,11,nov,827,4,250,1,nonexistent,yes
88,blue-collar,married,tertiary,no,4060.81,yes,no,cellular,4,dec,163,3,-1,1,nonexistent,yes
46,retired,single,primary,no,1507.88,yes,yes,cellular,6,mar,348,3,-1,2,nonexistent,no
43,services,single,secondary,no,270.67,yes,no,cellular,19,mar,41,4,-1,1,success,no
43,entrepreneur,married,secondary,no,-1043.07,yes,no,telephone,18,may,443,2,-1,2,nonexistent,no
63,blue-collar,married,secondary,no,-4589.63,yes,no,cellular,25,apr,611,2,343,0,nonexistent,yes
65,blue-collar,single,primary,no,3480.22,yes,no,unknown,12,mar,304,3,87,1,failure,no
52,technician,single,secondary,no,550.56,yes,no,cellular,25,mar,81,2,364,2,success,no
23,blue-collar,married,tertiary,no,-3165.6,yes,no,unknown,8,sep,239,2,-1,0,nonexistent,no
89,technician,married,secondary,no,1490.57,yes,no,cellular,15,dec,160,2,-1,1,nonexistent,no
33,blue-collar,married,tertiary,yes,3143.74,yes,no,cellular,19,feb,175,3,-1,0,nonexistent,no
24,blue-collar,divorced,secondary,no,797.98,no,no,cellular,8,jul,237,2,345,1,nonexistent,no
61,services,single,secondary,no,1747.98,yes,no,cellular,11,apr,77,3,262,0,nonexistent,no
47,management,married,secondary,no,1514.38,yes,no,cellular,24,mar,284,3,131,2,nonexistent,no
62,admin.,married,tertiary,no,-720.38,no,yes,cellular,17,jul,169,3,29,0,nonexistent,yes
81,unemployed,single,secondary,no,1562.78,no,no,cellular,18,feb,328,2,317,0,nonexistent,no
25,blue-collar,married,secondary,no,3605.65,no,yes,cellular,18,jan,329,1,103,0,success,yes
38,entrepreneur,divorced,secondary,no,4503.93,no,no,cellular,23,nov,99,4,-1,1,nonexistent,no
55,housemaid,married,secondary,no,3772.19,yes,no,telephone,28,jun,190,1,131,1,nonexistent,no
74,management,married,tertiary,no,-625.29,yes,no,cellular,12,jan,184,6,-1,0,nonexistent,no
61,technician,married,unknown,no,3308.64,yes,no,cellular,10,nov,230,2,113,0,nonexistent,no
45,admin.,married,secondary,no,2796.4,yes,yes,cellular,26,aug,561,1,228,3,nonexistent,no
61,unemployed,single,secondary,no,-729.13,no,no,telephone,14,sep,139,3,-1,1,nonexistent,no
88,self-employed,single,secondary,no,7.06,no,yes,telephone,27,aug,189,4,-1,1,failure,no
52,unemployed,married,unknown,no,3439.08,no,no,cellular,25,jun,332,4,219,1,nonexistent,no
81,technician,married,secondary,no,5530.72,no,no,cellular,21,oct,250,3,398,0,failure,no
74,technician,single,secondary,no,-4035.02,no,no,cellular,21,may,435,1,49,0,failure,no
39,retired,single,unknown,no,6320.18,yes,no,cellular,27,sep,324,4,148,1,nonexistent,no
35,entrepreneur,married,unknown,no,4892.48,no,no,telephone,8,nov,188,2,-1,0,failure,no
73,management,married,secondary,no,1997.36,yes,no,unknown,13,nov,267,2,-1,0,success,yes
32,services,married,secondary,no,677.85,yes,no,cellular,16,jul,514,3,220,1,nonexistent,no
42,management,married,tertiary,no,2571.3,yes,no,telephone,6,jan,85,1,-1,0,nonexistent,no
34,services,single,tertiary,no,-521.7,no,no,cellular,15,jan,93,3,-1,0,other,no
61,admin.,married,secondary,no,866.91,no,no,telephone,19,jun,105,3,-1,0,failure,yes
39,technician,married,secondary,no,-3025.08,yes,no,telephone,15,aug,194,3,-1,0,nonexistent,no
65,blue-collar,single,secondary,no,-3824.57,no,no,unknown,19,jan,212,1,115,0,failure,no
85,unemployed,married,secondary,no,8396.92,yes,no,cellular,3,may,567,3,-1,1,nonexistent,no
77,blue-collar,married,primary,no,1589.23,no,no,cellular,14,may,159,2,147,0,nonexistent,no
86,blue-collar,married,tertiary,no,2011.07,yes,no,cellular,27,jun,60,5,-1,0,nonexistent,no
19,technician,divorced,primary,no,1307.8,yes,yes,cellular,8,jul,513,3,206,0,nonexistent,yes
50,technician,single,secondary,no,-1083.32,yes,no,cellular,13,apr,153,1,134,0,nonexistent,no
33,services,married,tertiary,no,478.81,no,no,telephone,18,aug,389,4,-1,1,success,no
84,unknown,single,secondary,no,1673.57,no,yes,cellular,18,jun,457,3,-1,0,nonexistent,no
69,blue-collar,married,secondary,no,810.09,yes,yes,cellular,6,dec,281,4,336,0,failure,yes
41,technician,married,tertiary,no,-856.61,yes,no,cellular,4,apr,230,7,-1,0,nonexistent,no
58,entrepreneur,married,primary,no,2838.47,yes,no,cellular,22,dec,125,3,20,0,success,yes
61,management,married,tertiary,no,1965.09,no,no,cellular,15,dec,122,4,-1,1,nonexistent,yes
53,management,married,primary,no,2578.72,yes,no,cellular,26,apr,469,4,69,0,nonexistent,yes
52,admin.,divorced,secondary,no,3515.13,no,no,unknown,28,may,314,4,-1,1,nonexistent,no
21,retired,married,secondary,yes,888.43,yes,no,cellular,5,sep,471,3,-1,0,other,no
50,student,single,secondary,no,893.34,yes,no,cellular,11,jun,162,4,235,0,failure,yes
43,blue-collar,single,secondary,no,5847.36,no,no,cellular,23,sep,535,2,-1,0,failure,yes
76,unemployed,married,secondary,no,-1432.05,no,no,cellular,9,apr,671,2,179,3,failure,yes
80,management,married,secondary,no,-4220.9,yes,no,unknown,6,dec,78,2,-1,1,nonexistent,yes
72,blue-collar,married,primary,no,3066.62,yes,no,unknown,5,sep,83,3,-1,1,nonexistent,no
20,self-employed,married,tertiary,no,-488.05,yes,no,cellular,15,feb,407,2,341,0,nonexistent,no
78,blue-collar,married,secondary,no,-1832.05,yes,yes,cellular,11,mar,270,4,351,0,nonexistent,no
46,admin.,divorced,secondary,no,4055.71,yes,no,cellular,27,aug,203,2,113,0,nonexistent,no
47,services,single,primary,no,965.69,no,no,unknown,28,apr,451,4,-1,1,other,no
86,admin.,married,secondary,no,-2390.69,yes,no,cellular,3,may,144,3,382,0,nonexistent,no
80,admin.,married,secondary,no,7204.84,yes,no,cellular,26,aug,152,2,-1,0,nonexistent,no
21,services,married,secondary,no,-3432.06,yes,no,cellular,3,may,89,2,246,0,failure,no
43,admin.,divorced,tertiary,no,1139.96,yes,yes,cellular,21,nov,492,2,307,1,nonexistent,no
71,technician,married,primary,no,-4267.83,yes,no,unknown,27,aug,73,3,-1,1,nonexistent,no
56,technician,married,secondary,no,2211.97,no,no,cellular,10,jun,453,3,-1,0,nonexistent,no
36,blue-collar,single,tertiary,no,-523.33,yes,no,unknown,5,apr,361,3,-1,1,nonexistent,no
55,management,married,primary,no,3857.82,no,no,cellular,2,apr,463,4,351,2,nonexistent,no
80,admin.,married,secondary,no,1347.84,yes,no,cellular,10,jan,95,4,-1,1,nonexistent,yes
34,self-employed,single,tertiary,no,5451.82,yes,no,telephone,27,feb,224,2,58,0,nonexistent,yes
71,admin.,married,tertiary,no,110.86,yes,no,cellular,13,oct,125,3,-1,3,nonexistent,yes
70,unemployed,married,primary,no,-3413.63,no,no,unknown,12,oct,630,1,29,1,nonexistent,no
81,blue-collar,married,primary,no,2112.55,yes,no,cellular,1,feb,256,5,-1,0,nonexistent,no
39,services,married,secondary,no,642.33,no,no,cellular,19,jul,157,4,-1,0,success,yes
33,blue-collar,divorced,secondary,no,-4057.78,yes,yes,cellular,6,apr,119,7,-1,0,nonexistent,no
57,blue-collar,married,secondary,no,-1766.14,no,no,unknown,20,sep,278,2,-1,0,nonexistent,no
56,management,single,secondary,no,-811.4,yes,no,telephone,24,aug,158,3,110,0,failure,no
47,retired,married,tertiary,no,6066.15,yes,yes,cellular,22,oct,173,2,280,1,nonexistent,yes
74,unknown,single,tertiary,no,3522.34,no,yes,unknown,15,aug,215,3,-1,1,nonexistent,no
75,admin.,divorced,secondary,no,356.79,yes,no,cellular,19,mar,884,2,170,0,nonexistent,yes
35,admin.,married,secondary,no,2812.61,yes,no,unknown,12,aug,247,10,289,2,nonexistent,no
75,entrepreneur,divorced,secondary,no,-4718.38,no,no,cellular,20,nov,153,4,-1,2,nonexistent,no
34,entrepreneur,single,primary,no,-294.72,no,no,unknown,20,dec,246,3,-1,0,failure,no
47,technician,single,secondary,no,2602.99,no,no,telephone,6,sep,131,2,376,0,nonexistent,no
19,technician,married,tertiary,no,1896.13,yes,no,cellular,10,may,626,3,102,0,other,yes
42,technician,single,secondary,no,-218.07,yes,no,unknown,22,jul,398,5,-1,0,nonexistent,no
87,blue-collar,married,primary,no,1285.08,yes,no,telephone,13,feb,76,1,334,0,nonexistent,no
49,management,divorced,secondary,no,2414.33,yes,no,cellular,7,aug,395,3,-1,0,nonexistent,no
69,student,divorced,unknown,no,1371.93,yes,no,telephone,28,feb,284,3,-1,1,nonexistent,yes
25,blue-collar,married,secondary,no,3983.01,yes,no,cellular,25,apr,346,3,29,0,success,yes
63,services,divorced,tertiary,no,2356.11,yes,yes,unknown,22,jul,501,3,-1,1,nonexistent,no
44,blue-collar,divorced,tertiary,no,2933.72,yes,no,unknown,12,jun,103,3,101,0,nonexistent,no
71,blue-collar,married,secondary,no,6540.66,yes,no,cellular,16,may,222,4,144,0,success,yes
84,technician,married,secondary,no,3882.52,yes,no,cellular,27,aug,334,2,398,0,nonexistent,yes
56,blue-collar,married,secondary,no,6622.88,yes,no,cellular,15,nov,465,3,266,1,nonexistent,no
25,unknown,married,secondary,no,-615.74,yes,no,telephone,24,dec,376,5,152,2,nonexistent,no
52,blue-collar,married,secondary,no,-3377.24,no,no,unknown,24,jul,217,3,121,0,success,no
26,admin.,divorced,primary,no,979.16,yes,no,telephone,23,jul,489,4,-1,1,nonexistent,no
50,blue-collar,married,tertiary,no,723.21,yes,no,unknown,17,jun,203,3,-1,0,other,no
22,blue-collar,single,tertiary,no,5778.24,no,no,cellular,10,nov,176,3,-1,1,nonexistent,no
64,management,single,secondary,no,-1990.13,yes,no,cellular,10,nov,34,2,166,0,nonexistent,no
40,admin.,single,secondary,no,1163.36,yes,no,unknown,23,jan,88,2,379,0,nonexistent,yes
32,self-employed,married,secondary,no,2615.54,no,no,cellular,12,oct,205,4,322,0,nonexistent,no
19,technician,married,primary,no,1700.31,no,no,cellular,7,jan,93,6,26,0,nonexistent,no
81,entrepreneur,single,tertiary,no,885.41,no,yes,cellular,6,sep,51,1,235,0,other,no
78,blue-collar,married,primary,no,2475.71,no,no,cellular,18,may,108,2,-1,0,success,yes
76,management,married,tertiary,no,4637.29,no,no,cellular,27,jul,669,2,329,1,nonexistent,yes
22,technician,single,secondary,no,6007.24,yes,no,cellular,11,oct,74,1,-1,0,success,yes
43,retired,married,tertiary,no,1498.42,yes,no,cellular,19,mar,82,4,83,1,nonexistent,no
87,admin.,married,secondary,no,-1047.54,yes,no,cellular,9,feb,448,4,283,0,nonexistent,no
59,management,married,secondary,no,6003.6,yes,no,cellular,12,jul,329,4,-1,1,nonexistent,no
27,management,married,tertiary,no,-1832.9,no,no,cellular,12,nov,224,4,-1,0,nonexistent,no
28,blue-collar,single,secondary,no,6771.74,yes,no,unknown,11,feb,422,3,200,0,nonexistent,yes
36,admin.,married,secondary,no,5432.41,no,no,cellular,24,may,254,4,-1,0,other,no
88,unknown,divorced,tertiary,no,5868.2,yes,no,unknown,26,jul,1,1,-1,1,nonexistent,no
30,blue-collar,divorced,secondary,no,3456.17,yes,no,cellular,8,mar,143,3,-1,0,nonexistent,no
83,blue-collar,married,primary,yes,-4937.47,no,no,cellular,11,nov,992,5,-1,0,nonexistent,yes
66,blue-collar,married,secondary,no,-1717.36,yes,no,telephone,1,aug,254,2,140,0,nonexistent,no
84,retired,married,secondary,no,2320.66,yes,no,cellular,22,jul,527,2,384,1,nonexistent,yes
77,management,divorced,secondary,no,-626.94,yes,no,cellular,20,feb,554,2,-1,0,nonexistent,no
41,blue-collar,single,tertiary,no,454.16,yes,no,cellular,24,jan,371,4,250,1,nonexistent,no
77,management,married,secondary,no,3238.42,yes,no,unknown,16,feb,233,2,-1,2,nonexistent,no
30,services,married,secondary,no,890.08,no,no,unknown,26,jan,116,6,89,0,failure,no
38,blue-collar,married,secondary,no,-2257.06,no,no,cellular,4,jul,74,3,-1,0,nonexistent,no
33,technician,married,primary,no,4056.98,no,no,telephone,11,nov,542,1,86,0,nonexistent,no
27,blue-collar,married,tertiary,no,2944.71,no,no,cellular,13,oct,314,3,223,0,other,yes
24,blue-collar,married,primary,no,653.01,no,no,unknown,22,mar,317,3,67,0,failure,no
31,unemployed,single,secondary,no,3533.8,yes,no,unknown,7,mar,369,3,-1,2,nonexistent,no
26,technician,married,secondary,no,1685.14,no,yes,cellular,10,jul,179,2,-1,0,success,yes
45,entrepreneur,married,tertiary,no,5394.08,no,no,cellular,3,oct,473,4,-1,0,nonexistent,yes
23,technician,single,primary,no,1853.62,yes,no,unknown,27,oct,267,4,-1,1,success,no
22,management,divorced,secondary,no,5371.78,yes,no,cellular,13,jul,195,5,-1,1,nonexistent,no
89,entrepreneur,married,tertiary,no,-4220.96,no,no,unknown,1,apr,321,5,165,1,nonexistent,no
24,technician,divorced,secondary,no,2777.66,no,yes,cellular,7,jun,485,4,-1,0,nonexistent,no
23,student,married,secondary,no,206.41,no,no,unknown,16,sep,189,2,340,0,success,yes
20,blue-collar,single,tertiary,no,-1177.15,yes,no,cellular,14,nov,987,3,-1,1,success,no
27,retired,married,tertiary,no,4875.5,no,no,telephone,15,jan,72,1,-1,0,nonexistent,yes
56,entrepreneur,single,secondary,no,4067.26,yes,no,cellular,2,oct,352,2,-1,0,nonexistent,yes
77,admin.,married,tertiary,no,-4619.43,no,no,telephone,25,sep,130,1,-1,1,nonexistent,no
